Article URL,Nome do artigo,Categoria,Campanha,Data,Visitas Diretas,Novos usuários únicos,Clicks pagos,Tempo de leitura (minutos),Clicks redes sociais,Vezes pesquisados,Visualizações
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/20/2021, 0 , 0 , 0 , 107 , 0 , 0 , 78 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/21/2021, 0 , 0 , 0 , 29 , 0 , 0 , 11 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/22/2021, 59 , 94 , 0 , 1.018 , 153 , 26 , 326 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/24/2021, 3 , 5 , 0 , 83 , 9 , 2 , 43 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/25/2021, 0 , 0 , 0 , 28 , 0 , 0 , 9 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/26/2021, 15 , 24 , 0 , 404 , 40 , 7 , 133 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/28/2021, 10 , 17 , 0 , 496 , 27 , 5 , 146 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/29/2021, 64 , 102 , 0 , 829 , 166 , 29 , 327 
Article_31,Escrevendo artigos técnicos e atraentes,Gestão,1047,11/30/2021, 10 , 17 , 0 , 210 , 27 , 5 , 66 
Article_32,O medo do campo,Gestão,1047,06/22/2021, 20 , 33 , 0 , 411 , 53 , 9 , 200 
Article_32,O medo do campo,Gestão,1047,06/23/2021, 62 , 100 , 0 , 863 , 162 , 28 , 318 
Article_32,O medo do campo,Gestão,1047,06/24/2021, 8 , 13 , 0 , 173 , 21 , 4 , 72 
Article_32,O medo do campo,Gestão,1047,06/25/2021, 10 , 17 , 0 , 175 , 27 , 5 , 74 
Article_32,O medo do campo,Gestão,1047,06/26/2021, 9.914 , 15.862 , 0 , 146.438 , 25.776 , 4.461 , 49.589 
Article_32,O medo do campo,Gestão,1047,06/27/2021, 1.264 , 2.022 , 0 , 10.281 , 3.285 , 569 , 6.408 
Article_32,O medo do campo,Gestão,1047,06/28/2021, 1.917 , 3.067 , 0 , 14.605 , 4.984 , 863 , 9.586 
Article_32,O medo do campo,Gestão,1047,06/29/2021, 465 , 744 , 0 , 9.375 , 1.209 , 209 , 2.419 
Article_32,O medo do campo,Gestão,1047,06/30/2021, 262 , 420 , 0 , 2.017 , 682 , 118 , 1.359 
Article_32,O medo do campo,Gestão,1047,07/01/2021, 84 , 134 , 0 , 1.795 , 218 , 38 , 493 
Article_32,O medo do campo,Gestão,1047,07/02/2021, 246 , 394 , 0 , 3.088 , 641 , 111 , 1.280 
Article_32,O medo do campo,Gestão,1047,07/03/2021, 150 , 240 , 0 , 875 , 390 , 68 , 775 
Article_32,O medo do campo,Gestão,1047,07/04/2021, 336 , 538 , 0 , 5.877 , 875 , 151 , 1.690 
Article_32,O medo do campo,Gestão,1047,07/05/2021, 37 , 59 , 0 , 588 , 96 , 17 , 190 
Article_32,O medo do campo,Gestão,1047,07/06/2021, 162 , 259 , 0 , 3.196 , 421 , 73 , 859 
Article_32,O medo do campo,Gestão,1047,07/07/2021, 38 , 60 , 0 , 656 , 98 , 17 , 211 
Article_32,O medo do campo,Gestão,1047,07/08/2021, 131 , 210 , 0 , 2.695 , 342 , 59 , 744 
Article_32,O medo do campo,Gestão,1047,07/09/2021, 0 , 0 , 0 , 131 , 0 , 0 , 62 
Article_32,O medo do campo,Gestão,1047,07/10/2021, 14 , 22 , 0 , 280 , 35 , 6 , 96 
Article_32,O medo do campo,Gestão,1047,07/11/2021, 126 , 202 , 0 , 2.497 , 328 , 57 , 654 
Article_32,O medo do campo,Gestão,1047,07/12/2021, 11 , 18 , 0 , 298 , 29 , 5 , 84 
Article_32,O medo do campo,Gestão,1047,07/13/2021, 16 , 25 , 0 , 329 , 41 , 7 , 144 
Article_32,O medo do campo,Gestão,1047,07/14/2021, 7 , 11 , 0 , 133 , 17 , 3 , 47 
Article_32,O medo do campo,Gestão,1047,07/15/2021, 64 , 102 , 0 , 1.028 , 166 , 29 , 380 
Article_32,O medo do campo,Gestão,1047,07/16/2021, 43 , 69 , 0 , 520 , 112 , 19 , 300 
Article_32,O medo do campo,Gestão,1047,07/17/2021, 157 , 251 , 0 , 2.274 , 408 , 71 , 855 
Article_32,O medo do campo,Gestão,1047,07/18/2021, 6 , 9 , 0 , 115 , 15 , 3 , 51 
Article_32,O medo do campo,Gestão,1047,07/19/2021, 15 , 24 , 0 , 172 , 40 , 7 , 78 
Article_32,O medo do campo,Gestão,1047,07/20/2021, 52 , 83 , 0 , 439 , 134 , 23 , 330 
Article_32,O medo do campo,Gestão,1047,07/22/2021, 43 , 69 , 0 , 540 , 112 , 19 , 227 
Article_32,O medo do campo,Gestão,1047,07/23/2021, 24 , 38 , 0 , 242 , 62 , 11 , 131 
Article_32,O medo do campo,Gestão,1047,07/24/2021, 19 , 30 , 0 , 301 , 49 , 8 , 153 
Article_32,O medo do campo,Gestão,1047,07/25/2021, 43 , 69 , 0 , 571 , 112 , 19 , 273 
Article_32,O medo do campo,Gestão,1047,07/26/2021, 117 , 187 , 0 , 1.099 , 303 , 52 , 609 
Article_32,O medo do campo,Gestão,1047,07/27/2021, 28 , 44 , 0 , 385 , 72 , 12 , 237 
Article_32,O medo do campo,Gestão,1047,07/28/2021, 36 , 58 , 0 , 486 , 94 , 16 , 191 
Article_32,O medo do campo,Gestão,1047,07/29/2021, 40 , 64 , 0 , 893 , 104 , 18 , 242 
Article_32,O medo do campo,Gestão,1047,07/30/2021, 94 , 150 , 0 , 1.692 , 244 , 42 , 508 
Article_32,O medo do campo,Gestão,1047,07/31/2021, 92 , 148 , 0 , 1.760 , 240 , 42 , 513 
Article_32,O medo do campo,Gestão,1047,08/01/2021, 26 , 42 , 0 , 473 , 69 , 12 , 179 
Article_32,O medo do campo,Gestão,1047,08/02/2021, 38 , 61 , 0 , 259 , 99 , 17 , 198 
Article_32,O medo do campo,Gestão,1047,08/03/2021, 62 , 100 , 0 , 786 , 162 , 28 , 365 
Article_32,O medo do campo,Gestão,1047,08/04/2021, 25 , 40 , 0 , 489 , 64 , 11 , 145 
Article_32,O medo do campo,Gestão,1047,08/05/2021, 26 , 42 , 0 , 782 , 69 , 12 , 204 
Article_32,O medo do campo,Gestão,1047,08/06/2021, 12 , 20 , 0 , 402 , 32 , 5 , 141 
Article_32,O medo do campo,Gestão,1047,08/07/2021, 23 , 36 , 0 , 709 , 59 , 10 , 185 
Article_32,O medo do campo,Gestão,1047,08/08/2021, 119 , 190 , 0 , 1.429 , 309 , 53 , 676 
Article_32,O medo do campo,Gestão,1047,08/09/2021, 11 , 18 , 0 , 262 , 29 , 5 , 115 
Article_32,O medo do campo,Gestão,1047,08/10/2021, 66 , 106 , 0 , 898 , 172 , 30 , 388 
Article_32,O medo do campo,Gestão,1047,08/11/2021, 385 , 616 , 0 , 4.027 , 1.001 , 173 , 1.949 
Article_32,O medo do campo,Gestão,1047,08/12/2021, 91 , 146 , 0 , 1.054 , 237 , 41 , 459 
Article_32,O medo do campo,Gestão,1047,08/13/2021, 97 , 156 , 0 , 1.281 , 253 , 44 , 579 
Article_32,O medo do campo,Gestão,1047,08/14/2021, 63 , 101 , 0 , 1.093 , 164 , 28 , 384 
Article_32,O medo do campo,Gestão,1047,08/15/2021, 114 , 183 , 0 , 1.698 , 297 , 51 , 628 
Article_32,O medo do campo,Gestão,1047,08/16/2021, 288 , 461 , 0 , 4.775 , 749 , 130 , 1.463 
Article_32,O medo do campo,Gestão,1047,08/17/2021, 67 , 107 , 0 , 429 , 173 , 30 , 390 
Article_32,O medo do campo,Gestão,1047,08/18/2021, 0 , 0 , 0 , 8 , 0 , 0 , 3 
Article_32,O medo do campo,Gestão,1047,08/19/2021, 292 , 467 , 0 , 1.819 , 758 , 131 , 1.508 
Article_32,O medo do campo,Gestão,1047,08/20/2021, 648 , 1.037 , 0 , 9.176 , 1.685 , 292 , 3.279 
Article_32,O medo do campo,Gestão,1047,08/21/2021, 232 , 371 , 0 , 1.270 , 603 , 104 , 1.231 
Article_32,O medo do campo,Gestão,1047,08/22/2021, 14 , 22 , 0 , 171 , 35 , 6 , 105 
Article_32,O medo do campo,Gestão,1047,08/23/2021, 94 , 151 , 0 , 1.757 , 245 , 42 , 567 
Article_32,O medo do campo,Gestão,1047,08/24/2021, 70 , 112 , 0 , 1.065 , 182 , 32 , 387 
Article_32,O medo do campo,Gestão,1047,08/25/2021, 1.030 , 1.647 , 0 , 13.576 , 2.677 , 463 , 5.183 
Article_32,O medo do campo,Gestão,1047,08/26/2021, 41 , 65 , 0 , 860 , 106 , 18 , 289 
Article_32,O medo do campo,Gestão,1047,08/27/2021, 147 , 236 , 0 , 2.876 , 383 , 66 , 814 
Article_32,O medo do campo,Gestão,1047,08/28/2021, 48 , 77 , 0 , 820 , 125 , 22 , 256 
Article_32,O medo do campo,Gestão,1047,08/29/2021, 225 , 360 , 0 , 1.446 , 585 , 101 , 1.190 
Article_32,O medo do campo,Gestão,1047,08/30/2021, 96 , 154 , 0 , 572 , 250 , 43 , 560 
Article_32,O medo do campo,Gestão,1047,08/31/2021, 235 , 376 , 0 , 3.741 , 611 , 106 , 1.207 
Article_32,O medo do campo,Gestão,1047,09/01/2021, 414 , 662 , 0 , 3.898 , 1.076 , 186 , 2.116 
Article_32,O medo do campo,Gestão,1047,09/02/2021, 133 , 212 , 0 , 1.531 , 345 , 60 , 720 
Article_32,O medo do campo,Gestão,1047,09/03/2021, 199 , 319 , 0 , 1.881 , 518 , 90 , 1.072 
Article_32,O medo do campo,Gestão,1047,09/04/2021, 130 , 207 , 0 , 2.752 , 337 , 58 , 737 
Article_32,O medo do campo,Gestão,1047,09/05/2021, 35 , 56 , 0 , 952 , 90 , 16 , 245 
Article_32,O medo do campo,Gestão,1047,09/06/2021, 266 , 426 , 0 , 2.836 , 692 , 120 , 1.362 
Article_32,O medo do campo,Gestão,1047,09/07/2021, 120 , 192 , 0 , 1.358 , 312 , 54 , 633 
Article_32,O medo do campo,Gestão,1047,09/08/2021, 821 , 1.313 , 0 , 10.964 , 2.134 , 369 , 4.140 
Article_32,O medo do campo,Gestão,1047,09/09/2021, 185 , 296 , 0 , 2.239 , 480 , 83 , 933 
Article_32,O medo do campo,Gestão,1047,09/10/2021, 64 , 102 , 0 , 834 , 166 , 29 , 373 
Article_32,O medo do campo,Gestão,1047,09/11/2021, 18 , 28 , 0 , 321 , 46 , 8 , 183 
Article_32,O medo do campo,Gestão,1047,09/12/2021, 101 , 161 , 0 , 1.774 , 262 , 45 , 556 
Article_32,O medo do campo,Gestão,1047,09/13/2021, 94 , 150 , 0 , 1.906 , 244 , 42 , 492 
Article_32,O medo do campo,Gestão,1047,09/14/2021, 9 , 15 , 0 , 282 , 24 , 4 , 95 
Article_32,O medo do campo,Gestão,1047,09/15/2021, 77 , 123 , 0 , 529 , 200 , 35 , 401 
Article_32,O medo do campo,Gestão,1047,09/16/2021, 104 , 167 , 0 , 890 , 271 , 47 , 536 
Article_32,O medo do campo,Gestão,1047,09/17/2021, 365 , 584 , 0 , 2.630 , 948 , 164 , 1.824 
Article_32,O medo do campo,Gestão,1047,09/18/2021, 280 , 448 , 0 , 4.288 , 728 , 126 , 1.455 
Article_32,O medo do campo,Gestão,1047,09/19/2021, 101 , 161 , 0 , 680 , 262 , 45 , 521 
Article_32,O medo do campo,Gestão,1047,09/20/2021, 308 , 493 , 0 , 2.512 , 801 , 139 , 1.541 
Article_32,O medo do campo,Gestão,1047,09/21/2021, 88 , 141 , 0 , 1.615 , 229 , 40 , 487 
Article_32,O medo do campo,Gestão,1047,09/22/2021, 184 , 294 , 0 , 2.847 , 477 , 83 , 991 
Article_32,O medo do campo,Gestão,1047,09/23/2021, 33 , 52 , 0 , 397 , 85 , 15 , 262 
Article_32,O medo do campo,Gestão,1047,09/24/2021, 156 , 250 , 0 , 2.812 , 406 , 70 , 852 
Article_32,O medo do campo,Gestão,1047,09/25/2021, 470 , 753 , 0 , 3.294 , 1.223 , 212 , 2.419 
Article_32,O medo do campo,Gestão,1047,09/26/2021, 235 , 376 , 0 , 4.308 , 611 , 106 , 1.216 
Article_32,O medo do campo,Gestão,1047,09/27/2021, 120 , 193 , 0 , 667 , 313 , 54 , 639 
Article_32,O medo do campo,Gestão,1047,09/28/2021, 49 , 79 , 0 , 1.008 , 128 , 22 , 284 
Article_32,O medo do campo,Gestão,1047,09/29/2021, 24 , 39 , 0 , 338 , 63 , 11 , 132 
Article_32,O medo do campo,Gestão,1047,09/30/2021, 202 , 323 , 0 , 2.741 , 524 , 91 , 1.029 
Article_32,O medo do campo,Gestão,1047,10/01/2021, 315 , 504 , 0 , 3.902 , 819 , 142 , 1.587 
Article_32,O medo do campo,Gestão,1047,10/02/2021, 156 , 250 , 0 , 1.700 , 406 , 70 , 783 
Article_32,O medo do campo,Gestão,1047,10/03/2021, 259 , 415 , 0 , 1.881 , 674 , 117 , 1.332 
Article_32,O medo do campo,Gestão,1047,10/04/2021, 49 , 78 , 0 , 333 , 127 , 22 , 308 
Article_32,O medo do campo,Gestão,1047,10/05/2021, 77 , 123 , 0 , 881 , 200 , 35 , 422 
Article_32,O medo do campo,Gestão,1047,10/06/2021, 139 , 222 , 0 , 1.115 , 360 , 62 , 760 
Article_32,O medo do campo,Gestão,1047,10/07/2021, 13 , 21 , 0 , 174 , 34 , 6 , 83 
Article_32,O medo do campo,Gestão,1047,10/08/2021, 45 , 72 , 0 , 474 , 116 , 20 , 238 
Article_32,O medo do campo,Gestão,1047,10/09/2021, 12 , 19 , 0 , 555 , 31 , 5 , 140 
Article_32,O medo do campo,Gestão,1047,10/10/2021, 97 , 155 , 0 , 789 , 252 , 44 , 534 
Article_32,O medo do campo,Gestão,1047,10/11/2021, 61 , 98 , 0 , 1.307 , 159 , 28 , 385 
Article_32,O medo do campo,Gestão,1047,10/12/2021, 16 , 26 , 0 , 351 , 42 , 7 , 125 
Article_32,O medo do campo,Gestão,1047,10/13/2021, 90 , 144 , 0 , 1.065 , 234 , 41 , 459 
Article_32,O medo do campo,Gestão,1047,10/14/2021, 78 , 125 , 0 , 1.524 , 203 , 35 , 473 
Article_32,O medo do campo,Gestão,1047,10/15/2021, 45 , 72 , 0 , 816 , 116 , 20 , 271 
Article_32,O medo do campo,Gestão,1047,10/16/2021, 40 , 64 , 0 , 776 , 104 , 18 , 205 
Article_32,O medo do campo,Gestão,1047,10/17/2021, 137 , 219 , 0 , 1.893 , 356 , 62 , 691 
Article_32,O medo do campo,Gestão,1047,10/18/2021, 9 , 15 , 0 , 258 , 24 , 4 , 72 
Article_32,O medo do campo,Gestão,1047,10/19/2021, 965 , 1.544 , 0 , 14.996 , 2.508 , 434 , 4.835 
Article_32,O medo do campo,Gestão,1047,10/20/2021, 819 , 1.310 , 0 , 8.167 , 2.129 , 369 , 4.162 
Article_32,O medo do campo,Gestão,1047,10/21/2021, 955 , 1.528 , 0 , 13.592 , 2.482 , 430 , 4.841 
Article_32,O medo do campo,Gestão,1047,10/22/2021, 35 , 56 , 0 , 232 , 92 , 16 , 181 
Article_32,O medo do campo,Gestão,1047,10/23/2021, 286 , 457 , 0 , 3.978 , 743 , 129 , 1.456 
Article_32,O medo do campo,Gestão,1047,10/24/2021, 102 , 163 , 0 , 1.923 , 265 , 46 , 526 
Article_32,O medo do campo,Gestão,1047,10/25/2021, 139 , 222 , 0 , 2.364 , 360 , 62 , 729 
Article_32,O medo do campo,Gestão,1047,10/26/2021, 12 , 19 , 0 , 134 , 31 , 5 , 126 
Article_32,O medo do campo,Gestão,1047,10/27/2021, 64 , 102 , 0 , 537 , 166 , 29 , 356 
Article_32,O medo do campo,Gestão,1047,10/28/2021, 199 , 318 , 0 , 1.309 , 517 , 89 , 1.021 
Article_32,O medo do campo,Gestão,1047,10/29/2021, 42 , 67 , 0 , 415 , 108 , 19 , 225 
Article_32,O medo do campo,Gestão,1047,10/30/2021, 397 , 635 , 0 , 3.554 , 1.032 , 179 , 2.057 
Article_32,O medo do campo,Gestão,1047,10/31/2021, 23 , 37 , 0 , 459 , 61 , 11 , 124 
Article_32,O medo do campo,Gestão,1047,11/01/2021, 50 , 81 , 0 , 731 , 131 , 23 , 349 
Article_32,O medo do campo,Gestão,1047,11/02/2021, 30 , 48 , 0 , 405 , 78 , 14 , 167 
Article_32,O medo do campo,Gestão,1047,11/03/2021, 102 , 164 , 0 , 991 , 266 , 46 , 577 
Article_32,O medo do campo,Gestão,1047,11/04/2021, 69 , 110 , 0 , 1.250 , 179 , 31 , 366 
Article_32,O medo do campo,Gestão,1047,11/05/2021, 81 , 130 , 0 , 512 , 212 , 37 , 476 
Article_32,O medo do campo,Gestão,1047,11/06/2021, 5 , 8 , 0 , 140 , 12 , 2 , 39 
Article_32,O medo do campo,Gestão,1047,11/07/2021, 34 , 55 , 0 , 380 , 89 , 15 , 220 
Article_32,O medo do campo,Gestão,1047,11/08/2021, 5 , 8 , 0 , 257 , 13 , 2 , 125 
Article_32,O medo do campo,Gestão,1047,11/09/2021, 83 , 132 , 0 , 1.419 , 215 , 37 , 444 
Article_32,O medo do campo,Gestão,1047,11/10/2021, 75 , 120 , 0 , 1.025 , 196 , 34 , 453 
Article_32,O medo do campo,Gestão,1047,11/11/2021, 180 , 288 , 0 , 2.728 , 468 , 81 , 926 
Article_32,O medo do campo,Gestão,1047,11/12/2021, 28 , 45 , 0 , 158 , 73 , 13 , 143 
Article_32,O medo do campo,Gestão,1047,11/13/2021, 31 , 49 , 0 , 501 , 80 , 14 , 182 
Article_32,O medo do campo,Gestão,1047,11/14/2021, 190 , 305 , 0 , 1.835 , 495 , 86 , 957 
Article_32,O medo do campo,Gestão,1047,11/15/2021, 37 , 59 , 0 , 832 , 96 , 17 , 230 
Article_32,O medo do campo,Gestão,1047,11/16/2021, 59 , 94 , 0 , 931 , 153 , 26 , 387 
Article_32,O medo do campo,Gestão,1047,11/17/2021, 12 , 20 , 0 , 267 , 32 , 6 , 156 
Article_32,O medo do campo,Gestão,1047,11/18/2021, 70 , 111 , 0 , 575 , 181 , 31 , 445 
Article_32,O medo do campo,Gestão,1047,11/19/2021, 1.392 , 2.227 , 0 , 26.441 , 3.619 , 626 , 6.960 
Article_32,O medo do campo,Gestão,1047,11/20/2021, 40 , 63 , 0 , 703 , 103 , 18 , 294 
Article_32,O medo do campo,Gestão,1047,11/21/2021, 96 , 154 , 0 , 1.675 , 250 , 43 , 552 
Article_32,O medo do campo,Gestão,1047,11/22/2021, 57 , 91 , 0 , 899 , 148 , 26 , 340 
Article_32,O medo do campo,Gestão,1047,11/23/2021, 133 , 212 , 0 , 1.427 , 345 , 60 , 722 
Article_32,O medo do campo,Gestão,1047,11/24/2021, 17 , 27 , 0 , 611 , 43 , 7 , 178 
Article_32,O medo do campo,Gestão,1047,11/25/2021, 235 , 376 , 0 , 2.630 , 612 , 106 , 1.231 
Article_32,O medo do campo,Gestão,1047,11/26/2021, 142 , 228 , 0 , 2.359 , 370 , 64 , 756 
Article_32,O medo do campo,Gestão,1047,11/27/2021, 211 , 338 , 0 , 2.807 , 549 , 95 , 1.126 
Article_32,O medo do campo,Gestão,1047,11/28/2021, 132 , 211 , 0 , 2.244 , 342 , 59 , 683 
Article_32,O medo do campo,Gestão,1047,11/29/2021, 1.200 , 1.920 , 0 , 19.099 , 3.120 , 540 , 6.079 
Article_32,O medo do campo,Gestão,1047,11/30/2021, 111 , 177 , 0 , 2.001 , 288 , 50 , 562 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,06/29/2021, 62 , 99 , 0 , 1.113 , 160 , 28 , 366 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,06/30/2021, 152 , 243 , 0 , 1.135 , 395 , 68 , 858 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/01/2021, 2.045 , 3.272 , 0 , 30.811 , 5.316 , 920 , 10.301 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/02/2021, 117 , 187 , 0 , 1.058 , 303 , 52 , 612 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/03/2021, 1.253 , 2.004 , 0 , 8.382 , 3.257 , 564 , 6.320 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/04/2021, 10 , 16 , 0 , 220 , 26 , 5 , 106 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/05/2021, 119 , 190 , 0 , 2.138 , 309 , 53 , 684 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/06/2021, 25 , 40 , 0 , 457 , 64 , 11 , 168 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/07/2021, 12 , 20 , 0 , 278 , 32 , 6 , 102 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/09/2021, 207 , 331 , 0 , 1.403 , 538 , 93 , 1.105 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/10/2021, 123 , 197 , 0 , 1.879 , 320 , 55 , 625 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/11/2021, 70 , 111 , 0 , 725 , 181 , 31 , 440 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/12/2021, 20 , 32 , 0 , 436 , 51 , 9 , 120 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/13/2021, 0 , 0 , 0 , 102 , 0 , 0 , 84 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/14/2021, 71 , 114 , 0 , 1.537 , 185 , 32 , 440 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/15/2021, 5 , 8 , 0 , 99 , 13 , 2 , 45 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/16/2021, 11 , 18 , 0 , 119 , 29 , 5 , 81 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/17/2021, 44 , 71 , 0 , 500 , 115 , 20 , 231 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/18/2021, 5 , 8 , 0 , 42 , 14 , 2 , 33 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/20/2021, 5 , 9 , 0 , 369 , 14 , 2 , 108 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/21/2021, 18 , 28 , 0 , 212 , 46 , 8 , 185 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/24/2021, 30 , 48 , 0 , 676 , 78 , 14 , 218 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/25/2021, 34 , 54 , 0 , 531 , 87 , 15 , 255 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/27/2021, 89 , 142 , 0 , 1.945 , 231 , 40 , 501 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/28/2021, 32 , 52 , 0 , 264 , 84 , 15 , 223 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/30/2021, 31 , 50 , 0 , 367 , 81 , 14 , 223 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,07/31/2021, 5 , 8 , 0 , 132 , 12 , 2 , 34 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/01/2021, 16 , 25 , 0 , 287 , 41 , 7 , 158 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/03/2021, 24 , 38 , 0 , 432 , 62 , 11 , 200 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/04/2021, 12 , 19 , 0 , 82 , 31 , 5 , 61 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/05/2021, 13 , 21 , 0 , 299 , 34 , 6 , 80 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/07/2021, 45 , 72 , 0 , 1.187 , 117 , 20 , 307 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/09/2021, 22 , 35 , 0 , 271 , 56 , 10 , 111 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/10/2021, 130 , 208 , 0 , 2.340 , 337 , 58 , 668 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/12/2021, 0 , 0 , 0 , 22 , 0 , 0 , 15 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/13/2021, 10 , 17 , 0 , 512 , 27 , 5 , 134 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/14/2021, 13 , 21 , 0 , 475 , 34 , 6 , 128 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/15/2021, 18 , 28 , 0 , 283 , 46 , 8 , 156 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/18/2021, 9 , 15 , 0 , 444 , 24 , 4 , 125 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/19/2021, 4 , 6 , 0 , 153 , 10 , 2 , 107 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/20/2021, 86 , 138 , 0 , 1.893 , 224 , 39 , 517 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/22/2021, 14 , 22 , 0 , 237 , 36 , 6 , 74 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/30/2021, 0 , 0 , 0 , 229 , 0 , 0 , 98 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,08/31/2021, 35 , 56 , 0 , 450 , 92 , 16 , 244 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/03/2021, 18 , 29 , 0 , 402 , 47 , 8 , 165 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/07/2021, 40 , 64 , 0 , 906 , 105 , 18 , 240 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/08/2021, 6 , 9 , 0 , 253 , 15 , 3 , 92 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/10/2021, 13 , 21 , 0 , 566 , 35 , 6 , 159 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/11/2021, 7 , 12 , 0 , 170 , 19 , 3 , 70 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/13/2021, 0 , 0 , 0 , 57 , 0 , 0 , 37 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/14/2021, 9 , 14 , 0 , 58 , 22 , 4 , 56 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/18/2021, 0 , 0 , 0 , 128 , 0 , 0 , 88 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/21/2021, 29 , 47 , 0 , 494 , 76 , 13 , 215 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/22/2021, 32 , 51 , 0 , 570 , 83 , 14 , 247 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/25/2021, 6 , 9 , 0 , 125 , 15 , 3 , 94 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/26/2021, 0 , 0 , 0 , 139 , 0 , 0 , 41 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/27/2021, 128 , 205 , 0 , 2.602 , 333 , 58 , 719 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,09/29/2021, 12 , 20 , 0 , 359 , 32 , 6 , 92 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/02/2021, 18 , 29 , 0 , 354 , 48 , 8 , 175 
